name,price,prod_url
Zonte's Footstep Scarlet Ladybird Rosé 2018,16.95,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/ros%C3%A9-wine-14003/zontes-footstep-scarlet-ladybird-ros%C3%A9-2018-408476
Castel Del Monte Rosato DOP 2016,17.35,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/ros%C3%A9-wine-14003/castel-del-monte-rosato-dop-2016-422633
Küehling-Gillot Giro Rosé 2016,21.0,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/ros%C3%A9-wine-14003/k%C3%BCehling-gillot-giro-ros%C3%A9-2016-425016
Contucci Ponno Vermiglio 2016,22.6,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/ros%C3%A9-wine-14003/contucci-ponno-vermiglio-2016-426766
Bouchard Père & Fils Pouilly-Fuisse,32.0,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/white-wine-14002/bouchard-p%C3%A8re-fils-pouilly-fuisse-56580
Mission Hill Reserve Sauvignon Blanc 2018,22.95,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/white-wine-14002/mission-hill-reserve-sauvignon-blanc-2018-57430
Angels Gate Gewurztraminer VQA,15.95,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/white-wine-14002/angels-gate-gewurztraminer-vqa-58594
"Deinhard Riesling Dry, Rheinhessen",12.95,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/white-wine-14002/deinhard-riesling-dry-rheinhessen-60004
20 Bees Pinot Grigio VQA,12.95,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/white-wine-14002/20-bees-pinot-grigio-vqa-60707
Wayne Gretzky Chardonnay VQA,14.95,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/white-wine-14002/wayne-gretzky-chardonnay-vqa-63826
Eastdell Pinot Grigio VQA,14.95,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/white-wine-14002/eastdell-pinot-grigio-vqa-65367
Inniskillin Unoaked Chardonnay VQA,13.95,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/white-wine-14002/inniskillin-unoaked-chardonnay-vqa-66266
Yellow Tail Pinot Grigio,12.0,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/white-wine-14002/yellow-tail-pinot-grigio-68254
Sawmill Creek Chardonnay,40.95,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/white-wine-14002/sawmill-creek-chardonnay-68536
Sawmill Creek Dry White,37.95,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/white-wine-14002/sawmill-creek-dry-white-68577
Carlo Rossi California White,14.9,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/white-wine-14002/carlo-rossi-california-white-72041
Codorniu Brut Clasico Sparkling,12.35,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/sparkling-wine-14005/codorniu-brut-clasico-sparkling-254912
Tselepos Method Traditionnelle Amalia Brut,28.85,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/sparkling-wine-14005/tselepos-method-traditionnelle-amalia-brut-288737
